아이디,관측일자,표준유역명,유량,발전량
383662,2024-04-11,초강상류,18.82,4647.787
383663,2024-04-11,북천,41.29,10196.978
383664,2024-04-11,한천합류후,55.79,13777.898
383665,2024-04-11,금호강시점,11.04,2726.438
383666,2024-04-11,안동댐역조정지하류,51.5,12718.44
383667,2024-04-11,청도천하류,1.32,325.987
383668,2024-04-11,동촌수위표,-999,-999
383669,2024-04-11,금호강하류,-999,-999
383670,2024-04-11,합천수위표하류,6.88,1699.085
383671,2024-04-11,동촌수위표,969.68,239472.173
383672,2024-04-11,합천댐상류,11.65,2877.084
383673,2024-04-11,합천댐상류,176.92,43692.163
383674,2024-04-11,동촌수위표,0,0
383675,2024-04-11,동촌수위표,-999,-999
383676,2024-04-11,영강하류,245.14,60539.774
383677,2024-04-11,한천합류후,172.32,42556.147
383678,2024-04-11,운곡천,2.34,577.886
383679,2024-04-11,안동댐역조정지하류,10.47,2585.671
383680,2024-04-11,부소천합류후,4.11,1015.006
383681,2024-04-11,신천하류,2.11,521.086
383682,2024-04-11,신천하류,-999,-999
383683,2024-04-11,문산천합류후,0,0
383684,2024-04-11,황구지천상류,1.08,266.717
383685,2024-04-11,평택수위표,0.89,219.794
383686,2024-04-11,오산천,1.51,372.91
383687,2024-04-11,평택수위표,19.74,4874.99
383688,2024-04-11,부소천합류후,-999,-999
383689,2024-04-11,행주대교수위표,-999,-999
383690,2024-04-11,상운천,10.49,2590.61
383691,2024-04-11,도암댐,2.62,647.035
383692,2024-04-11,전천,0.21,51.862
383693,2024-04-11,곡강천,-999,-999
383694,2024-04-11,용전천하류,0,0
383695,2024-04-11,용전천하류,5.8,1432.368
383696,2024-04-11,안동댐역조정지하류,0,0
383697,2024-04-11,공촌천,-999,-999
383698,2024-04-12,무심천,-999,-999
383699,2024-04-12,석화수위표,-999,-999
383700,2024-04-12,봉황천하류,21.6,5334.336
383701,2024-04-12,삼가천합류후,1.03,254.369
383702,2024-04-12,초강상류,28.3,6988.968
383703,2024-04-12,갑천하류,-999,-999
383704,2024-04-12,삼가천합류후,1.4,345.744
383705,2024-04-12,갑천하류,-999,-999
383706,2024-04-12,봉황천하류,11.08,2736.317
383707,2024-04-12,갑천하류,-999,-999
383708,2024-04-12,갑천상류,0.43,106.193
383709,2024-04-12,보강천,1.09,269.186
383710,2024-04-12,석화수위표,-999,-999
383711,2024-04-12,병천천상류,-999,-999
383712,2024-04-12,석화수위표,-999,-999
383713,2024-04-12,갑천하류,-999,-999
383714,2024-04-12,갑천하류,-999,-999
383715,2024-04-12,갑천하류,-999,-999
383716,2024-04-12,의령천,275.78,68106.629
383717,2024-04-12,황리천,0,0
383718,2024-04-12,논산천합류전,-999,-999
383719,2024-04-12,차천,346.19,85495.082
383720,2024-04-12,남천,-999,-999
383721,2024-04-12,조만강,0,0
383722,2024-04-12,병천천상류,0,0
383723,2024-04-12,밀양강,430.47,106308.871
383724,2024-04-12,양산천하류,39.47,9747.511
383725,2024-04-12,양산천하류,-999,-999
383726,2024-04-12,곡강천,11.1,2741.256
383727,2024-04-12,곡강천,-999,-999
383728,2024-04-12,동천,2.75,679.14
383729,2024-04-12,동천,-999,-999
383730,2024-04-12,동천,-999,-999
383731,2024-04-12,동천,-999,-999
383732,2024-04-12,수영강,-999,-999
383733,2024-04-12,남대천,7.97,1968.271
383734,2024-04-12,송천,3.21,792.742
383735,2024-04-12,임실천,10.8,2667.168
383736,2024-04-12,논산천합류전,815.49,201393.41
383737,2024-04-12,주암조절지댐,33.64,8307.734
383738,2024-04-12,대천천,-999,-999
383739,2024-04-12,성황천,274.97,67906.591
383740,2024-04-12,경포천,-999,-999
383741,2024-04-12,경천,1.4,345.744
383742,2024-04-12,광주천,-999,-999
383743,2024-04-12,광주천,-999,-999
383744,2024-04-12,광주천,-999,-999
383745,2024-04-12,와탄천,0.88,217.325
383746,2024-04-12,광주천,3.98,982.901
383747,2024-04-12,광주천,-999,-999
383748,2024-04-12,지석천,0,0
383749,2024-04-12,와탄천,2.03,501.329
383750,2024-04-12,청계천,0,0
383751,2024-04-12,청계천,0,0
383752,2024-04-12,탐진강하류,2.2,543.312
383753,2024-04-12,탐진강하류,88,21732.48
383754,2024-04-12,와탄천,1.79,442.058
383755,2024-04-12,와탄천,21.8,5383.728
383756,2024-04-12,성황천,39.46,9745.042
383757,2024-04-12,논산천합류전,544.8,134543.808
383758,2024-04-12,남원수위표,47.11,11634.286
383759,2024-04-12,마륜천,-999,-999
383760,2024-04-12,경포천,-999,-999
383761,2024-04-12,삽교천상류,33.04,8159.558
383762,2024-04-12,삽교천상류,0.01,2.47
383763,2024-04-12,온양천,60.67,14983.063
383764,2024-04-12,간월방조제,-999,-999
383765,2024-04-12,대천천,24.36,6015.946
383766,2024-04-12,전주천하류,17.8,4395.888
383767,2024-04-12,전주천하류,-999,-999
383768,2024-04-12,전주천하류,-999,-999
383769,2024-04-12,전주천하류,0.13,32.105
383770,2024-04-12,전주천하류,0,0
383771,2024-04-12,주상천,2.97,733.471
383772,2024-04-12,주상천,0,0
383773,2024-04-12,임실천,4.45,1098.972
383774,2024-04-12,남원수위표,10.48,2588.141
383775,2024-04-12,임실천,25.16,6213.514
383776,2024-04-12,의령천,0,0
383777,2024-04-12,주암조절지댐,2.29,565.538
383778,2024-04-12,영천강합류전,107.4,26523.504
383779,2024-04-12,임실천,0,0
383780,2024-04-12,삼천포천,1.33,328.457
383781,2024-04-12,경안수위표,-999,-999
383782,2024-04-12,양평수위표,-999,-999
383783,2024-04-12,중랑천하류,735.83,181720.577
383784,2024-04-12,중랑천합류전,8.05,1988.028
383785,2024-04-12,중랑천합류전,-999,-999
383786,2024-04-12,성남수위표,-999,-999
383787,2024-04-12,탄천하류,-999,-999
383788,2024-04-12,탄천하류,-999,-999
383789,2024-04-12,중랑천하류,0.88,217.325
383790,2024-04-12,중랑천하류,-999,-999
383791,2024-04-12,청계천,-999,-999
383792,2024-04-12,청계천,-999,-999
383793,2024-04-12,안양천하류,-999,-999
383794,2024-04-12,안양천하류,-999,-999
383795,2024-04-12,안양천중류,2.97,733.471
383796,2024-04-12,안양천하류,-999,-999
383797,2024-04-12,행주대교수위표,-999,-999
383798,2024-04-12,의암댐,-999,-999
383800,2024-04-12,소양강댐하류,280.55,69284.628
383801,2024-04-12,양구교수위표,-999,-999
383802,2024-04-12,함양위천,19.41,4793.494
383803,2024-04-12,도암댐,9.57,2363.407
383804,2024-04-12,황지천,1,246.96
383805,2024-04-12,전천,1.82,449.467
383806,2024-04-12,황지천,-999,-999
383807,2024-04-12,원주천,1.95,481.572
383808,2024-04-12,평창강하류,5.29,1306.418
383809,2024-04-12,평창강하류,-999,-999
383810,2024-04-12,원주천,-999,-999
383811,2024-04-12,달천하류,12.34,3047.486
383812,2024-04-12,달천하류,412.44,101856.182
383813,2024-04-12,원주천,388.68,95988.413
383814,2024-04-12,청미수위표,-999,-999
383815,2024-04-12,복하천하류,-999,-999
383816,2024-04-12,양평수위표,415.26,102552.61
383817,2024-04-12,양평수위표,-999,-999
383818,2024-04-12,화천천,-999,-999
383819,2024-04-12,양구교수위표,-999,-999
383820,2024-04-12,행주대교수위표,-999,-999
383821,2024-04-12,양평수위표,-999,-999
383822,2024-04-12,삼동암천,-999,-999
383823,2024-04-12,초강상류,66.17,16341.343
383824,2024-04-12,미성교수위표,4.05,1000.188
383825,2024-04-12,남대천,48.36,11942.986
383826,2024-04-12,초강상류,18.65,4605.804
383827,2024-04-12,북천,85.65,21152.124
383828,2024-04-12,한천합류후,67.32,16625.347
383829,2024-04-12,한천합류후,197.18,48695.573
383830,2024-04-12,금호강시점,10.98,2711.621
383831,2024-04-12,안동댐역조정지하류,49.58,12244.277
383832,2024-04-12,청도천하류,1.32,325.987
383833,2024-04-12,동촌수위표,-999,-999
383834,2024-04-12,금호강하류,-999,-999
383835,2024-04-12,합천수위표하류,6.69,1652.162
383836,2024-04-12,동촌수위표,988.57,244137.247
383837,2024-04-12,합천댐상류,10.85,2679.516
383838,2024-04-12,합천댐상류,246.42,60855.883
383839,2024-04-12,동촌수위표,0,0
383840,2024-04-12,행주대교수위표,-999,-999
383841,2024-04-12,동촌수위표,-999,-999
383842,2024-04-12,영강하류,242.03,59771.729
383843,2024-04-12,함양위천,7,1728.72
383844,2024-04-12,부소천합류후,-999,-999
383845,2024-04-12,안동댐역조정지하류,10.53,2600.489
383846,2024-04-12,부소천합류후,3.93,970.553
383847,2024-04-12,신천하류,2.11,521.086
383848,2024-04-12,신천하류,-999,-999
383849,2024-04-12,문산천합류후,0,0
383850,2024-04-12,평택수위표,0.75,185.22
383851,2024-04-12,오산천,1.4,345.744
383852,2024-04-12,평택수위표,21.17,5228.143
383853,2024-04-12,황구지천상류,1.08,266.717
383854,2024-04-12,상운천,9.38,2316.485
383855,2024-04-12,도암댐,2.8,691.488
383856,2024-04-12,전천,0.23,56.801
383857,2024-04-12,운곡천,2.34,577.886
383858,2024-04-12,곡강천,-999,-999
383859,2024-04-12,용전천하류,0,0
383860,2024-04-12,용전천하류,4.9,1210.104
383861,2024-04-12,안동댐역조정지하류,0,0
383862,2024-04-12,공촌천,-999,-999
383863,2024-04-13,무심천,-999,-999
383864,2024-04-13,석화수위표,-999,-999
383865,2024-04-13,봉황천하류,19.12,4721.875
383866,2024-04-13,삼가천합류후,0.92,227.203
383867,2024-04-13,초강상류,26.81,6620.998
383868,2024-04-13,갑천하류,-999,-999
383869,2024-04-13,삼가천합류후,2.17,535.903
383870,2024-04-13,갑천하류,-999,-999
383871,2024-04-13,갑천하류,-999,-999
383872,2024-04-13,갑천하류,-999,-999
383873,2024-04-13,갑천상류,0.38,93.845
383874,2024-04-13,갑천하류,-999,-999
383875,2024-04-13,보강천,1.16,286.474
383876,2024-04-13,석화수위표,-999,-999
383877,2024-04-13,병천천상류,-999,-999
383878,2024-04-13,석화수위표,-999,-999
383879,2024-04-13,봉황천하류,11.08,2736.317
383880,2024-04-13,갑천하류,-999,-999
383881,2024-04-13,임실천,10.8,2667.168
383882,2024-04-13,곡강천,-999,-999
383883,2024-04-13,황리천,0,0
383884,2024-04-13,의령천,0,0
383885,2024-04-13,의령천,217.35,53676.756
383886,2024-04-13,차천,336.48,83097.101
383887,2024-04-13,남천,-999,-999
383888,2024-04-13,조만강,0,0
383889,2024-04-13,병천천상류,0,0
383890,2024-04-13,밀양강,430.42,106296.523
383891,2024-04-13,양산천하류,46.21,11412.022
383892,2024-04-13,양산천하류,-999,-999
383893,2024-04-13,곡강천,9.07,2239.927
383894,2024-04-13,동천,2.69,664.322
383895,2024-04-13,동천,-999,-999
383896,2024-04-13,동천,-999,-999
383897,2024-04-13,동천,-999,-999
383898,2024-04-13,수영강,-999,-999
383899,2024-04-13,남대천,7.18,1773.173
383900,2024-04-13,송천,3.17,782.863
383901,2024-04-13,임실천,0,0
383902,2024-04-13,논산천합류전,-999,-999
383903,2024-04-13,영천강합류전,102.75,25375.14
383904,2024-04-13,논산천합류전,492.19,121551.242
383905,2024-04-13,성황천,35.8,8841.168
383906,2024-04-13,성황천,264.67,65362.903
383907,2024-04-13,경포천,-999,-999
383908,2024-04-13,경천,1.32,325.987
383909,2024-04-13,광주천,-999,-999
383910,2024-04-13,광주천,-999,-999
383911,2024-04-13,광주천,-999,-999
383912,2024-04-13,와탄천,26.94,6653.102
383913,2024-04-13,광주천,3.67,906.343
383914,2024-04-13,광주천,-999,-999
383915,2024-04-13,지석천,0,0
383916,2024-04-13,와탄천,1.31,323.518
383917,2024-04-13,청계천,0,0
383918,2024-04-13,청계천,0,0
383919,2024-04-13,탐진강하류,1.73,427.241
383920,2024-04-13,탐진강하류,88,21732.48
383921,2024-04-13,와탄천,1.59,392.666
383922,2024-04-13,남원수위표,43.97,10858.831
383923,2024-04-13,논산천합류전,815.49,201393.41
383924,2024-04-13,주암조절지댐,2.2,543.312
383925,2024-04-13,주암조절지댐,30.83,7613.777
383926,2024-04-13,대천천,-999,-999
383927,2024-04-13,경포천,-999,-999
383928,2024-04-13,삽교천상류,36.17,8932.543
383929,2024-04-13,삽교천상류,0.01,2.47
383930,2024-04-13,온양천,64.35,15891.876
383931,2024-04-13,간월방조제,-999,-999
383932,2024-04-13,대천천,24.36,6015.946
383933,2024-04-13,전주천하류,16.88,4168.685
383934,2024-04-13,전주천하류,-999,-999
383935,2024-04-13,전주천하류,-999,-999
383936,2024-04-13,전주천하류,0.13,32.105
383937,2024-04-13,전주천하류,0,0
383938,2024-04-13,주상천,2.97,733.471
383939,2024-04-13,주상천,0,0
383940,2024-04-13,임실천,4.37,1079.215
383941,2024-04-13,남원수위표,9.85,2432.556
383942,2024-04-13,임실천,21.78,5378.789
383943,2024-04-13,마륜천,-999,-999
383944,2024-04-13,와탄천,21.8,5383.728
383945,2024-04-13,삼천포천,1.27,313.639
383946,2024-04-13,함양위천,6.5,1605.24
383947,2024-04-13,경안수위표,-999,-999
383948,2024-04-13,양평수위표,-999,-999
383949,2024-04-13,중랑천하류,800.47,197684.071
383950,2024-04-13,중랑천합류전,7.57,1869.487
383951,2024-04-13,중랑천합류전,-999,-999
383952,2024-04-13,성남수위표,-999,-999
383953,2024-04-13,탄천하류,-999,-999
383954,2024-04-13,탄천하류,-999,-999
383955,2024-04-13,중랑천하류,0.8,197.568
383956,2024-04-13,중랑천하류,-999,-999
383957,2024-04-13,청계천,-999,-999
383958,2024-04-13,청계천,-999,-999
383959,2024-04-13,안양천하류,-999,-999
383960,2024-04-13,안양천하류,-999,-999
383961,2024-04-13,안양천중류,2.79,689.018
383962,2024-04-13,안양천하류,-999,-999
383963,2024-04-13,행주대교수위표,-999,-999
383964,2024-04-13,양평수위표,-999,-999
383966,2024-04-13,의암댐,-999,-999
383967,2024-04-13,양구교수위표,-999,-999
383968,2024-04-13,도암댐,9.07,2239.927
383969,2024-04-13,황지천,0.9,222.264
383970,2024-04-13,전천,1.8,444.528
383971,2024-04-13,황지천,-999,-999
383972,2024-04-13,원주천,1.95,481.572
383973,2024-04-13,평창강하류,5.1,1259.496
383974,2024-04-13,평창강하류,-999,-999
383975,2024-04-13,원주천,-999,-999
383976,2024-04-13,달천하류,12.34,3047.486
383977,2024-04-13,달천하류,403.47,99640.951
383978,2024-04-13,원주천,377.81,93303.958
383979,2024-04-13,청미수위표,-999,-999
383980,2024-04-13,복하천하류,-999,-999
383981,2024-04-13,양평수위표,394.26,97366.45
383982,2024-04-13,양평수위표,-999,-999
383983,2024-04-13,화천천,-999,-999
383984,2024-04-13,양구교수위표,-999,-999
383985,2024-04-13,소양강댐하류,279.91,69126.574
383986,2024-04-13,행주대교수위표,-999,-999
383987,2024-04-13,함양위천,22.23,5489.921
383988,2024-04-13,삼동암천,-999,-999
383989,2024-04-13,초강상류,72.03,17788.529
383990,2024-04-13,미성교수위표,3.7,913.752
383991,2024-04-13,남대천,62.08,15331.277
383992,2024-04-13,초강상류,18.06,4460.098
383993,2024-04-13,북천,122.17,30171.103
383994,2024-04-13,한천합류후,90.35,22312.836
383995,2024-04-13,행주대교수위표,-999,-999
383996,2024-04-13,금호강시점,10.48,2588.141
383997,2024-04-13,청도천하류,1.16,286.474
383998,2024-04-13,동촌수위표,-999,-999
383999,2024-04-13,동촌수위표,-999,-999
384000,2024-04-13,금호강하류,-999,-999
384001,2024-04-13,합천수위표하류,6.1,1506.456
384002,2024-04-13,동촌수위표,987.98,243991.541
384003,2024-04-13,합천댐상류,10.16,2509.114
384004,2024-04-13,합천댐상류,203.09,50155.106
384005,2024-04-13,동촌수위표,0,0
384006,2024-04-13,안동댐역조정지하류,47.95,11841.732
384007,2024-04-13,영강하류,237.89,58749.314
384008,2024-04-13,한천합류후,189.37,46766.815
384009,2024-04-13,운곡천,2.34,577.886
384010,2024-04-13,안동댐역조정지하류,10.44,2578.262
384011,2024-04-13,부소천합류후,-999,-999
384012,2024-04-13,부소천합류후,3.93,970.553
384013,2024-04-13,신천하류,2.11,521.086
384014,2024-04-13,신천하류,-999,-999
384015,2024-04-13,황구지천상류,1.18,291.413
384016,2024-04-13,평택수위표,0.46,113.602
384017,2024-04-13,오산천,1.21,298.822
384018,2024-04-13,문산천합류후,0,0
384019,2024-04-13,공촌천,-999,-999
384020,2024-04-13,평택수위표,19.62,4845.355
384021,2024-04-13,용전천하류,4.3,1061.928
384022,2024-04-13,용전천하류,0,0
384023,2024-04-13,곡강천,-999,-999
384024,2024-04-13,안동댐역조정지하류,0,0
384025,2024-04-13,도암댐,2.73,674.201
